Title;Description;Asset type;Tags
Motion Professionals_Photo Shoot_HR_1;Photos of young & experienced professionals at ABB Switzerland, showing their daily work life.;Photos;teamwork,Employer Branding,ABB Employees,Emloyee at work,young professional,europe,human resources,ABB factory,Branding,communication,ABB Motion,Turgi,ABB Switzerland,experienced professional,ABB People,Employee,ABB factory employee,internal communication,Switzerland,ABB employer branding
Employer Branding_Engineering_CMYK_2;Images to be used for Employer Branding and HR Marketing purposes - CMYK files (batch 1);Photos;Employer Branding,marketing,human resources,cmyk,engineering,Employer Branding campaign,HR,marketing materials,ABB employer branding
AdobeStock_531881757;Young confident businessman pointing at laptop screen during presentation of project points to colleague making notes.;Photos;teamwork,organization,meeting,young,plant,wheelchair,diversity,man,employee,woman,note,wireless,workplace,adult,project,sustainable,intercultural,communication,eco,network,connectivity,creative,economist,colleague,plan,technology,disability,group,coworker,manager,discussion,online,business,accessibility,Adobe Stock,work,wi fi,point,green,multicultural,analyst,laptop,presentation
16 - Carolina Granat;Chief Human Resources Officer, Member of the Group Executive Committee of ABB Ltd, Switzerland;Photos;business portrait,Carolina Granat,executive committe member,portrait,functional imagery,executive committe,business,official portrait
B&R - Campus Opening back lit displays 3x3 - 5;;Photos;campus opening,campus,b&r
AdobeStock_216528195;;Photos;sea,vessel,transportation,logistic,ocean,transport,fuel,aerial view,tank,environment,cargo,boat,liquid,Port,tanker,factory,marine,shipping,petrochemical,Global,carrier,background,ship,gas,Power,oil,export,ships,crude,PAMP,Process Automation,Energy,storage,Maritime,nautical,petroleum,refinery,offshore,lpg,International,Adobe Stock,lng,Business,container,industrial,PA,freight,supertanker,commercial,industry,natural,chemical,bulk,trade
B&R - Campus Opening back lit displays_3x3 - 1;;Photos;campus opening,back lit,campus,B&R,displays,adaptive
AdobeStock_302452099;New Commercial, Retail and Office building Space available for sale or lease in mixed use Storefront and office building with awning;Photos;mall,facade,shopping,street,structure,town,Empty,store,front,suburban,development,strip,window,office,real,shop,New,glass,estate,modern,urban,park,nobody,Blue,company,Architecture,Outlet,property,sidewalk,real-estate,China,Horizontal,Construction,City,retail,market,awning,Beijing,storefront,exterior,space,building,Adobe Stock,lease,Business,boutique,door,brick,commercial,small,corporate
AdobeStock_332170935;;Photos;meeting,Conversation,business meeting,Team,People,working,Adobe Stock,business people
ABB in Japan Shimada TEC building (vertical);The global paint technology base for the ABB Group, the ABB in Japan Shimada Technical Center.;Photos;solutions,Robotics,Paint robot,Japan Shimada Technical Center,Atomizer,efficiency,paint technology
B&R - Andreas Hager 2024;;Photos;linkedin quote,website,Andreas Hager,Business Portrait,quote,Product manager,product management,B&R employees,B&R,business people
AdobeStock_291733131;Focused supervisor in suit and with helmet on head using tablet and looking at dashboard while standing in power plant.;Photos;electric,electricity,management,water supply,suit,fuel,man,heating plant,development,worker,dashboard,photovoltaic,factory,gasoline,petrochemical,power plant,gas,digital,Power,supervisor,leadership,oil,working,engineering,Caucasian,technology,Looking,Energy,helmet,heavy industry,infrastructure,pipes,petroleum,refinery,powerful,manager,engineer,focused,leader,Adobe Stock,work,Business,voltage,industrial,Businessman,Production,industry,tablet,chemical,generator,handsome
Switchgear from 1988;Switchgear;Photos;1988,switchgear
AdobeStock_145186759;Shot of a group of young business professionals having a meeting. Diverse group of young designers smiling during a meeting at the office.;Photos;teamwork,brainstorming,meeting,race,laughing,young,Creativity,occupation,marketing,design,casual,entrepreneur,cooperation,talking,break,successful,office,real,worker,studio,project,diverse,cheerful,strategy,Ideas,Team,People,Group,creative,together,women,working,professional,plan,happy,men,smile,person,coworker,discussion,mixed,designers,Smiling,Adobe Stock,Business,startup,african,female,positive,male,presentation
BBC construction site ;Walter Boveri at BBC construction site, 1891.;Photos;1891,CH-COM,historical,black and white,outdoor,Walter Boveri,historical image,Switzerland,BBC construction site
AdobeStock_504622653;Young factory worker working with adept robotic arm in a workshop. Industry robot programming software for automated manufacturing technology .;Photos;digital robot,robotic,smart,robot,robot arm,future,ai,welding,man,arm,electronics,wireless,mechanical,worker,process,robotic arms,artificial intelligence,innovation,construction,factory,revolution,control,production,digital,monitoring,futuristic,technology,adobe stock,heavy industry,operation,smart factory,maintenance,engineer,concept,assembly,industry robots,robotics,stock image,internet of things,factory robot,equipment,industry,tablet,machine
AdobeStock_970663866;Diverse group of colleagues clapping during a conference. Businessman and businesswoman celebrating success. Happy employees showing unity in a business setting.;Photos;teamwork,meeting,employees,achievement,clapping,success,workplace,office,colleagues,unity,businessman,diverse,communication,audience,together,professional,celebration,smile,event,business,applause,Adobe Stock,businesswoman,team,support,people,work,AdobeStock,motivation,positive,photo,conference
AdobeStock_563671639;Dragon and lion dance show in chinese new year festival (Tet festival ), lion Dance - dragon and lion dance street performances in Vietnam. Holidays and celebrations concept. Selective focus.;Photos;chinese,crowd,holiday,bright,lan su rong,golden,tradition,oriental,travel,tet,celebrations,gold,performances,new,background,party,parade,entertainment,year,celebration,happy,asia,symbol,red,show,yellow,festival,colorful,culture,lunar,Adobe Stock,dance,people,vietnam,carnival,dragon,lion,religion,cultural,costume,ho chi minh city,traditional,decoration
Large Paper packaging Rolls;Large Brown Paper Rolls - closeup view;Photos;GettyImages,paper,spools,Getty Images,paper mill,brown paper,buildings,infrastructure,building
Food and beverage image is used in advertisements and posters;Food and beverage image is used in DM campaign.;Photos;food production,bottles,Altia,food,beverage,bottling line,food and beverage
EVP non-technical - main photo digital 4;Scroll down to download print version.;Photos;GettyImages,occupation,monitor,employee,development,Getty Images,woman,office,analyzing,software,data,modern,innovation,computer,internet,expert,working,colleague,professional,technology,connection,desk,person,planning,coding,business,programmer,people,work,female,indoors
EVP non-technical - main photo digital 4;Scroll down to download print version.;Photos;GettyImages,occupation,monitor,employee,development,Getty Images,woman,office,analyzing,software,data,modern,innovation,computer,internet,expert,working,colleague,professional,technology,connection,desk,person,planning,coding,business,programmer,people,work,female,indoors
AdobeStock_372343680;;Photos;china,staircase,man,modern,adult,shanghai,urban,step,walking,handrail,futuristic,wall,person,architecture,business,building,Adobe Stock,people,steel,AdobeStock,male,photo,contemporary,indoors
B&R - Adaptive manufacturing technologies - 5;;Photos;unit,adaptive manufacturing,technologies,technology,manufacturing,demo unit,demo,B&R
Customer solutions - Safety Information and Solutions 2;AdobeStock_164622575;Photos,3D;security,datacenter,solutions,security network,Safety Information and Solutions,server,tech,internet service,data,firewall,modern,hosting,computer,communication,networking rack rendering,global communications,database,internet,network,web,digital,hardware,provider,system,3d,server racks,web server white,file,technology,cabinet,information,room,service,cloud,infrastructure,storage,safety,business,device,support,computing,net,customer solutions
12 - Timo Ihamuotila;"Chief Financial Officer,
Member of the Group Executive Committee of ABB Ltd";Photos;member,Timo lhamuotila,business portrait,EC,portrait,Executive Committee,official,executive committe,official portrait
B&R - Jörg Theis 2024 - 25;Jörg Theis, Division President Machine Automation;Photos;portrait,business portait,Jörg Theis,Machine automation,B&R,Joerg Theis,B&R Eggelsberg,business people,people,Management,official portrait
AdobeStock_648821064;Group of windmills for electric power production in the green field of wheat.;Photos;ecologic,sea,aerial,windmolens,electric,green energy,green technology,ocean,field,development,drone,wind mill,climate,alternative,environment,sustainable,innovation,generate,wind,eco,production,generation,windmill,ecological,environmental,technology,windturbine,mill,blades,ecology,windfarm,clean,offshore,wind power,wind farm,wind turbine,Adobe Stock,power,propeller,industrial,sustainability,windmill turbine,green,industry,generator,global warming,renewable,turbine
B&R - ACOPOStrak, ACOPOS 6D;Mechatronic system;Photos;Mechatronic Systems,ACOPOStrak,ACOPOS 6D,b&r,Super Trak,ABB B&R
MME xGuard Family - 56;;Photos;HoverGuard,MME xGuard Family,process automation,PAEN,natural gas,xguard family,MME,PAMA,PA,Family,measurement made easy
ABB EB VISHAL AUTOMATION SYSTEMS 5;Project management for electrical automation and drives, Bengaluru, India.;Photos;teamwork,Employer Branding,Vishal,achievement,customer satisfaction,Automation,collaboration,man,bangalore,talking,customer,Automation engineer,rain,rev_JD,electrical automation,car,experienced professional,Global Campaign,Employer Branding campaign,mobile phone,HR,systems,Drives,ABB Automation
Employer Branding_Early Talents_40;Images to be used for Employer Branding and HR Marketing purposes.;Photos;employer branding,marketing,early talents,human resources,HR,employer branding campaign,people working together,marketing materials,human rescources,ABB employer branding,people working
Customer solutions - Mining Solutions 1;An engineer working in a control room in a vast mineral extraction site.;Photos;machinery,mining site operation.,control room monitor,engineering work,control panel,mineral extraction process,industrial facility,industrial engineering,mining infrastructure,industrial control,mineral extraction site,mineral extraction,mining machinery,mining solutions,production,mining technology,monitoring,mining equipment,engineering,mineral processing plant,technology,operations,mining,extraction process,resource extraction,mining operation,engineer at work,control center,mineral resources,control station,engineer overseeing,engineer in control room,control room operator,engineer,control room console,mining engineer,processing plant,mining industry,engineer monitoring,control room setup,control room workstation,industrial,control room,equipment,customer solutions,mineral processing
MODP Key Visual 02 without logo;WS 0326;Photos;machinery,KV,focus,MODP,kv,key visual,abb drives,builders,machine
Horizontal end suction multistage pump;"Pump type: horizontal end suction multistage pump
Typical application: pressure boosting
Typical segment: water, HVACR, F&B, Industry
Typical power range: 0,55-15kW 2 pole
Actual motor: 2,2kW 2 pole 

Additional info:
The pump is for high pressure and low volume. The maximum pressure depends on the number of impeller stages. Compact solution with low building height requirements. Flange type depends on pump design/manufacturer.";Photos;Horizontal end suction multistage pump,pump application,F&B,water,HVACR,food and beverage,pump,industry
David Bjerhag - 6;David Bjerhag, Global Business Line Manager for Large Motors and Generators;Photos;business portrait,David Bjerhag,motion,Global Business Line Manager,Bjerhag,portrait,business,official portrait
Woman with hearing aid indoors smiling;;Photos;health,medicine,tool,audiology,aid,woman,hearing aid,modern,adult,healthcare,communication,digital,medical,lifestyle,technology,audible,person,hear,listen,smiling,acoustic,device,Adobe Stock,assistance,sound,ear,equipment
AdobeStock_391155481;;Photos;sea,landscape,bridge,ocean,USA,francisco,gate,lisbon,san,california,sky,America,golden gate bridge,bay,golden,san francisco,travel,Blue,Architecture,water,background,river,golden gate,portugal,Adobe Stock,landmark
AdobeStock_439037140;Businesswoman ceo having working videocall on financial report with colleagues using laptop in modern corporation global office. Over shoulder view.;Photos;call,teamwork,meeting,management,learning,report,finance,talking,employee,screen,woman,boss,office,worker,computer,ceo,company,pc,professional,technology,distance,group,person,remote,executive,planning,manager,online,business,chat,Adobe Stock,businesswoman,team,people,work,female,virtual,consultant,videoconference,laptop,video,conference,corporate
Oswald Deuchar - 3;Global Head of Modernization Services, Motion Services;Photos;Oswald Deuchar,business portrait,horizontal,motion,management,MO,gradient,portrait,professional,functional imagery,business,official portrait
Visitors in the Control Room (CCR).;In the Control Room (CCR). The visitors are from the Indonesian Air Force.;Photos;CCR,Indonesian Air Force,visitors,Indonesia,historical image,control room
Customer solutions - Smart Distribution 1 ;Concept energetic technology. Dawn of new renewable energy technologies. Modern, aesthetic, and efficient dark solar panel panels, a modular battery energy storage system in warm light. 3D rendering.;Photos,3D;green energy,fotovoltaic,blue,sky,modern,recycling,innovation,roof,solar panel,solar,solar power,battery,3d rendering,futuristic,panel,technology,smart distribution,storage,ecology,clean,concept,enviromental,sustainability,green,solar energy,customer solutions,renewable
Business woman reading a text message;Happy business woman smiling at her smartphone while commuting to work in the city. Business woman reading a text message on her way to the office in the morning.;Photos;outdoors,cellphone,commuting,text message,occupation,businesspeople,on the move,commute,reading,woman,communication,businessperson,mobile app,women,professional,technology,phone,text messaging,eyeglasses,business woman,morning,person,smartphone,online,business,smiling,Adobe Stock,businesswoman,people,work,commuter,texting,female,city,traveling,one
Palace of Prince of Monaco - 4 ;;Photos;facade,tourism,landscape,beautiful,monaco,residence,monument,town,square,europe,cityscape,ville,sky,place,castle,travel,riviera,old,tourist,princes,architectural,guard,prince,mediterranean,classical,principality,monte,royal,sunny,colorful,historical,carlo,summer,culture,architecture,building,Adobe Stock,people,famous,landmark,palace,albert,cote,city,dazur,scenery,historic
B&R - Susana Gonzalez 2025 - 22;"Susana Gonzalez, 
Chief Sales Officer Machine Automation, B&R (A Member of the ABB Group)";Photos;business portrait,portrait,Machine automation,B&R,Susana Gonzalez,B&R Eggelsberg,business people,people,ABB B&R,Management,official portrait
5 - Peter Voser;Chairman of the Board of Directors;Photos;chairman of the board,chairman,portrait,business portait,functional imagery,business,Peter Voser,official portrait
MultiDrive line-up front;1998 - 4QTSU, DC breakers, INUs.;Photos;INUs,ST-4119/33,1998,multidrive,line up,historical image,DC breakers
12 Adrian Guggisberg - SafePlus Air in background;Distribution Solutions Division President, Adrian Guggisberg;Photos;business portrait,management,SafePlus Air,Adrian Guggisberg,portrait,functional imagery,president,Distribution Solutions
Expert Optimizer for mining;;Photos;employee,dashboard,expert,working,mining,optimizer,expert optimizer
Baden & Turgi Photoshoot 50;;Photos;motion,factory,Baden,photoshoot,Turgi,Switzerland
Sakuma overview;Overview of Sakuma back-to-back HVDC station.;Photos;back-to-back,Japan,project,hvdc,Sakuma,overview,historical image
ABB EB CHAS PRODUCT MARKETING 24;;Photos;product marketing,teamwork,Employer Branding,collaboration,Global Campaign,Employer Branding campaign,ABB People,United States,Chas,low voltage
MME xGuard Family - 26;;Photos;MME xGuard Family,gas industry,process automation,PAEN,Industry,pipeline infrastructure,gas,xguard family,MME,PAMA,infrastructure,PA,Family,measurement made easy
AdobeStock_1219766233;Two young chinese opera actresses wearing colorful traditional costumes and elaborate headdresses. AI generated.;Photos;china,pink,music,make,chinese,fashion,crown,up,headdress,design,silk,blue,art,theater,satin,opera,singing,brocade,close,tassels,light,heritage,feathers,gold,stage,acting,portrait,performance,elegant,embroidery,women,entertainment,shadow,jewelry,drama,headwear,red,beauty,colorful,culture,history,ornate,Adobe Stock,dance,two,AdobeStock,beads,asian,actress,costume,traditional
B&R - X20 EtherCat interface module 02;;Photos;PLC,PLC systems,interface module,fieldbus modules,EtherCat,controller,fieldbus,programmable logic controller,x20 bus module,x20 interface module
AdobeStock_844568002;Emergency response teams in action at the scene of a natural disaster flood with rescue equipment.;Photos;teamwork,first,aid,evacuation,rescue,response,responders,water,life,teams,relief,medical,crisis,safety,coordination,jackets,Adobe Stock,flood,boats,equipment,scene,natural,action,emergency,urgency
ABB EB LWEENDO AUTOMATION SYSTEMS 5;;Photos;teamwork,Employer Branding,Automation,Lweendo,customers,indoor,office,unknown individual,Woman,Service,Product manager,Sitting,Global Campaign,technology,Employer Branding campaign,ABB People,800xA,Sweden,genuine,online,Smiling,rev_AS
ABB EB Finland 001;ABB early talents at ABB.;Photos;teamwork,intern,Employer Branding,internship,young,collaboration,europe,four people,early talents,Branding,communication,community,Employer Branding campaign,ABB People,HR,Group of people,young talent
EL Service - People image - 51;"ABB Electrification Service. 
Collection of photos, images and graphics from Electrification Service that can be used for internal and/or external purposes.";Photos;electrification service,ELSE,EL,Australia,electrification,service,EL service,people
AdobeStock_2159960;A desalination plant unit within a power generation facility.;Photos;chemistry,unit,plant,environment,process,purification,metal,distillation,water,cooling,brine,engineering,boiler,facility,pipes,desalination,Adobe Stock,power,power generation,treatment,chemical
shutterstock_585506816;Standing in the center of a concrete parking garage ramp looking straight up with a clear blue sky beyond.;Photos;Shutterstock,structure,transportation,perspective,parking garage,design,spiral,inside,ramp,grunge,sky,looking up,drive,modern,exit ramp,center,skyward,urban,travel,light,construction,park,garage,round,rust,curve,concrete,view,engineering,precast,view from ground,lot,sunny,worm's eye view,decay,spin,architecture,dizzy,building,circle,floor,abstract,city
High voltage laboratory, demonstration in front of an audience ca. 1943;;Photos;1943,historical images,demonstration,laboratory,black and white,history,high voltage,historical image
ABB Formula E 2024 Season 10 - 12;;Photos;race,Formula E,season 10,fe,championship,car,s10,ABB Formula E,motorsport,racing,sport,2024,race car,electric car
ABB building Cracow - drone view 2;;Photos;Cracow,Krakow,aerial view,drone aerial shot,ABB Poland,Poland,office,ABB buildings,headquarter,drone view,aerial panorama,ABB office,headquarters
ABB EB SIRI ASSET HEALTH CENTER 5;;Photos;North Carolina,teamwork,Siri,Employer Branding,asset health center,United States of America,Raleigh,Center of Excellence,COE,Product manager,Global Campaign,Employer Branding campaign,ABB People,United States,US,asset health
Photoshoot_Stoosbahn_005;Stoosbahn motor;Photos;tourism,furnicular,transport,drives,motors,photoshoot,alps,mountains,spectacular,stoosbahn,stoos
Brandon Spencer;;Photos;business portrait,Motion,portrait,functional imagery,Executive Committee,business,Brandon Spencer,people,official portrait
Faster to the perfect drive solution with MATLAB/Simulink;Simulation with MATLAB/Simulink;Photos;ACOPOSmulti,ACOPOS P3
MOIM Vaasa Plant Photoshoot - 14;Images from the Vaasa Plant Photoshoot;Photos;Finland,LV,Vaasa,IEC,motors,IEC low voltage motors,IEC LV motors,MOIM,low voltage motors,low voltage
ABB_EB_APALA_R&D_14;Corporate research for wireless communication, Bengaluru, India;Photos;Employer Branding,R&D,wireless communication,collaboration,ABB research scientist,bangalore,wireless,indoor,Woman,glasses,innovation,gloves,Business woman,HR Manager,Product manager,focus,scientist,women,research,Global Campaign,Employer Branding campaign,ABB People,HR,Apala,researcher
B&R - X20 IO Link module;B&R control technology on display;Photos;unit,IO Link,link,X20 IO,IO,control,technology,demo unit,demo,B&R,X20,module
AdobeStock_254465283;On High-Tech Factory Asian Engineer Talks with Female Supervisor, Use Computer for Programming Pick and Place Electronic Machinery for Printed Circuit Board Surface Mount Assembly Line. Production of PCB with SMT Machinery.;Photos;machinery,high tech,automated,using,medicine,technician,manufacture,Conversation,man,industrial plant,talking,electronic,development,worker,modern,Woman,innovation,computer,factory,program,Indoors,silicon,scientist,People,hardware,supervisor,Control,engineering,professional,research,technology,printed circuit board,microprocessor,manufacturing,cnc,pharmaceutics,laboratory,Electronics,manager,engineer,assembly,Adobe Stock,manufacturing plant,work,industrial,Production,industry,machine,line,Microchip,pcb
ABB LYS 91060 2;Name of location :  Toronagallu, Bellary, Karnataka, India. Name of customer : JSW Steel Ltd. ABB scope of supply: View  of Feeder Panel: Drive and PLCs for the Continuous Pickling Line (CPL)for the Cold Rolling MillCommissioning year: 2007;Photos;Bellary,View of Feeder Panel: Drive,Toronagallu,JSW Steel Ltd,PLCs,Cold Rolling Mill,Karnataka,Continuous Pickling Line,india
ELSE Dalmine 9;;Photos;electrification service,man,ELSE,woman,electronics,factory,EL,electrification,service,EL service,safety wear,people,female,male
ABB HQ Zurich - Switzerland;;Photos;zurich,ABB HQ,office,ABB Switzerland,headquarter,ABB office,Switzerland,headquarters
Water splashes in washing machine ;Water splashes in washing machine drum, closeup;Photos;drop,laundrette,laundry,motion,housekeeping,inside,wet,washing,splashes,housework,cleaning,domestic,drip,centrifuge,electrical,cold,hygiene,metal,water,background,laundromat,appliance,technology,chore,service,stream,wave,clean,closeup,household,drum,Adobe Stock,flow,steel,industrial,day,equipment,machine
525 kV aluminium HVDC cable;;Photos;cutout,cable
MODP Key Visual 01 with logo;WS 0326;Photos;machinery,logo,KV,focus,MODP,kv,key visual,abb drives,builders,machine
B&R - Innovations website images 4k - 3 05 MAY  ;B&R Innovations images MAY-JUNE 2025;Photos;4K,website,innovation spotlight,products,images,innovation,industries,b&r software,image,B&R,mapp motion,B&R Social Media
ABB Future of work 1371;;Photos;working people,Employer Branding,robot,collaboration,Product,IRB 360 Flexpicker,indoor,future of work,IRB 360,People,working,Employer Branding campaign,Employee,FlexPicker,hand,picking,Employees,day,robots
Power transformer from 1943;Power transformer;Photos;1943,transformer,Power,BBC,historical image
MOTR Łódź Plant Photoshoot - 19;;Photos;Łódź,traction,Poland factory,Poland,MOTR,traction converters,factory,traction batteries,Lodz
ABB Future of work 0016;;Photos;Employer Branding,monitor,screen,indoor,future of work,Employer Branding campaign,Employee,Looking,day,checking
GettyImages_1271816295;;Photos;GettyImages,Getty Images,road,forest,green forest,Norway,syfteland
AdobeStock_206369723;Young male and female architect colleagues drawing graphic planning of interior creation project cooperating with talented teacher giving advice and correcting mistakes during training lesson, working concept.;Photos;teamwork,paperwork,meeting,architect,young,productivity,structure,design,sketch,training,diversity,document,paper,cooperation,development,draft,workplace,office,colleagues,project,White,communication,Architecture,partner,background,Construction,architectural,People,working,engineering,plan,helmet,desk,blueprint,hand,planning,engineer,concept,building,Adobe Stock,work,Business,Equipment,drawing,male,laptop,graphic,Workshop
B&R - Machine vision solutions by B&R - 5;B&R light bars for machine vision on display;Photos;solutions,camera,light,vision,light bar,B&R,bars,device,trade fair,machine vision,machine
Coop Group in Schafisheim, Switzerland;"Switzerland's largest Bakery Coop Group.
ABB delivered:
18 IE4 motors (132-355 KW)
18 ACS880 variable speed drives
15 robots IRB 6700 robots
IRB 360 Flexpicker
7 Pro-33.0-type solar inverters";Photos;drives and motors,drive,F&B,ABB Motion,Motor,Motion,ABB robot,food and beverage,Switzerland,robots
Panama Canal External 41;;Photos;Panama,marine,canal,PAMP,Process Automation,PA,Collaboration and trust
27 - Mathias Gaertner;"General Counsel and Company Secretary,
Member of the Group Executive Committee of ABB Ltd";Photos;member,business portrait,EC,portrait,Mathias Gaertner,Executive Committee,official,executive committe,official portrait
Drives and PLCs for mining;;Photos;process automation,PLCs,drives,mining,PAPI,PA
Business people shaking hands in recruiting, architecture agreement or contractor deal;Man, architect and handshake for construction, building or hiring in teamwork or partnership on site.;Photos;teamwork,shaking hands,meeting,architect,collaboration,site,job,man,contractor,boss,project,businessman,construction,partnership,partner,hiring,leadership,agreement,professional,builder,handshake,information,hands,person,deal,manager,engineer,architecture,business,building,contract,Adobe Stock,team,business people,people,work,conversation,industrial,recruiting,industry
ABB Future of work 1442 ;;Photos;working people,Employer Branding,robot,collaboration,IRB 360 Flexpicker,man,indoor,future of work,IRB 360,People,Employer Branding campaign,Employee,FlexPicker,Looking,picking,Employees,day,robots,checking
B&R - SMART Automation Austria - Event Impressions - 5;;Photos;smart automation austria,event impressions,fair,Event,B&R,booth
Employer Branding Photoshoot - 77;;Photos;Cracow,branding,Krakow,employer branding,ABB,ABB Poland,Poland,photoshoot,employer
Arab family in traditional clothes eating during the holy month of Ramadan at Iftar;Feast in honor of Eid Mubarak. The family sits on the background of a table filled with traditional food.;Photos;religious,iftar,middle,holiday,man,holy,eating,arabic,mubarak,woman,home,month,islam,tradition,islamic,gathering,table,dining,food,drink,tasty,menu,nutrition,together,women,feast,muslim,celebration,happy,asia,sunset,family,cuisine,ramadan,festival,celebrating,culture,feasting,Adobe Stock,people,fast,meal,religion,cultural,dinner,traditional
Crossing of the roller conveyor.;Crossing of the roller conveyor, Production line conveyor roller transportation objects.;Photos;transportation,roller,factory,production,conveyor,industry,line,crossing
AdobeStock_292341186;In the Busy Engineering Facility: Diverse Group of Engineers, Technicians, Working on Design for Industrial Engine Prototype. Specialists Talk During Meetings, Work with Drawings, Use Computers;Photos,3D;teamwork,machinery,meeting,display,technician,design,diversity,man,technical,engine,talking,development,screen,office,software,project,Woman,cad,3D,innovation,computer,communication,developer,Motor,agency,Team,Designer,People,Group,creative,graphics,working,engineering,research,technology,room,manufacturing,Animation,blueprint,facility,engineer,invention,Adobe Stock,work,Business,industrial,Equipment,day,female,industry,drawing,male
Paper machine;Stora Enso, Langerbrugge, Paper Mill (Belgium);Photos;solutions,pulp and paper,Automation,Paper Mill,paper,pulp & paper,industries,PA
Employer Branding_2;"Images to be used for Employer Branding & HR Marketing purposes (digital use; batch 1)";Photos;Employer Branding,marketing,human resources,Employer Branding campaign,HR,marketing materials,ABB employer branding
Employer Branding_Human Resources_CMYK_1;Images to be used for Employer Branding and HR Marketing purposes - CMYK files (batch 1);Photos;Employer Branding,marketing,human resources,cmyk,Employer Branding campaign,HR,marketing materials,ABB employer branding
B&R - X20 controller - 01;;Photos;PLC,PLC systems,X20 IO,X20 CPU,controller,X20 controller,programmable logic controller,B&R
Generator Assembly;Generator assembling in Baden, Switzerland, 1895.;Photos;CH-COM,Baden,generator assembly,1895,historical image,Switzerland
GettyImages_1281634304;Large greenhouse with a modern vertical farm inside;Photos;farm,GettyImages,Getty Images,greenhouse,farm inside,large greenhouse,vertical farm,modern farm
EL Service - People image - 7;"ABB Electrification Service.
Collection of photos, images and graphics from Electrification Service that can be used for internal and/or external purposes.";Photos;electrification service,ELSE,EL,Australia,electrification,service,EL service,people
B&R - Codian ACOPOStrak - 2;;Photos;codian robot,D4,robot,ACOPOStrak,Codian D4,Innovations Brochure 2024,B&R,robotics
AdobeStock_797356786;Two professional business team people talking standing in office using tablet.;Photos;teamwork,meeting,busy,marketing,man,entrepreneur,talk,finance,employee,woman,office,colleagues,tab,project,businessman,computer,consult,coworkers,digital,professional,technology,person,discussion,online,business,Adobe Stock,businesswoman,team,people,work,conversation,AdobeStock,female,tablet,male,corporate
AdobeStock_378272805;Beer or wine bottles on the conveyor belt. Bottling alkoholic drink. Bottles filled with wine by an industrial machine in a winery factory.  panorama;Photos;alcoholic,machinery,automated,plant,Illustration,Automation,alcohol,transport,Product,Empty,manufacture,glass,modern,row,liquid,belt,factory,shipping,metal,Indoors,water,Conveyor,background,drink,brewery,beverage,Process automation,system,automatic,packaging,bottling,technology,package,Warehouse,manufacturing,clean,assembly,bottle,Adobe Stock,Food,packing,work,Business,container,industrial,Equipment,PA,interior,beer,Production,industry,machine,line,unrecognizable
AdobeStock_25306888;View of a yellow crane in a landscape of white clouds.;Photos;elevation,machinery,tons,landscape,crane,site,blue,sky,weight,construction,color,metal,white,view,mechanism,high,lift,yellow,cable,mechanics,derrick,Adobe Stock,clouds,isolated,work,track,industrial,heavy,crawler
25 - Karin Lepasoon;"Chief Communications and Sustainability Officer,
Member of the Group Executive Committee of ABB Ltd";Photos;member,business portrait,Karin Lepasoon,EC,portrait,Executive Committee,official,executive committe,official portrait
ABB's PixelPaint technology;"ABB's PixelPaint technology creates the world's first art car painted by robots. Design shown is from child art prodigy Advait Kolarkar
";Photos;art car,art,paint robot,technology,pixelpaint,abb careers,robotics,robots,Advait Kolarkar
AdobeStock_491786420;Man controls smart home devices using digital tablet with launched application on background of room. concept of digitalization.;Photos;thermostat,smart,display,smart home,home automation,intelligence,electronic,screen,interface,electronics,wireless,home,heating,temperature,house,domestic life,control,digital tablet,internet,network,digital,monitoring,system,living-room,panel,wall,technology,digitalization,room,connection,automation,closeup,remote,concept,climate control,device,Adobe Stock,people,tablet,male,remote control,mobile,home remote system,indoors
Segments - Fruits and vegetables 3;AdobeStock_572126879;Photos;mangos,fruits and vegetables,peeler,fresh,manufacture,facilities,modern,process,quality,processing,factory,control,production,background,fruits,food,packaging,professional,conveyor,technology,produce,manufacturing,controlling,protective,safety,Adobe Stock,industry segments,mango,warehouse,organic,container,industrial,segments,green,equipment,commercial,industry,machine,product,line,fruit,sorting
07 - Morten Wierod;"President and Chief Executive Officer,
Member of the Group Executive Committee of ABB Ltd";Photos;member,Morten Wierod,business portrait,EC,portrait,Executive Committee,official,executive committe,official portrait
Empty globe;;Photos,3D;season,dome,display,exhibit,store,holiday,protection,exhibition,souvenir,model,glass,reflection,transparent,light,tray,white,christmas,3d,shadow,cover,ball,stand,globe,space,Adobe Stock,gift,packing,snow,present,rendering,vacuum,interior,empty,presentation
B&R - ACOPOS 6D - A new dimension of manufacturing - 1;ACOPOS 6D enables economical smallbatch production with frequent changeover between products of different designs and dimensions.;Photos;ACOPOS 6D,B&R,adaptive
Employer Branding_3;"Images to be used for Employer Branding & HR Marketing purposes (digital use; batch 1)";Photos;Employer Branding,marketing,human resources,Employer Branding campaign,HR,marketing materials,ABB employer branding
AdobeStock_288241140;Focused woman wearing headphones using laptop in cafe, writing notes, attractive female student learning language, watching online webinar, listening audio course, e-learning education concept;Photos;call,lecture,knowledge,make,using,language,class,training,learning,webinar,cafe,student,worker,skype,read,earphones,Woman,computer,education,course,watch,translate,pc,write,internet,People,E-learning,technology,information,leisure,Video,distance,person,coffeehouse,serious,focused,audio,listen,concept,online,device,Adobe Stock,notes,Test,User,gadget,headphones,virtual,laptop,translator,look
